locus,clump_id,es,p,fdr,gene_id,mutation_type,is_index,swissprot_id,swissprot_name
Acerv_scaffold_142-244199,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-244210,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-244345,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-244475,Acerv_scaffold_142:clump_1,-1.1587328641168897,0.00178877464959384,0.6689715897474148,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-244487,Acerv_scaffold_142:clump_1,-1.0833357479081385,0.0011544824547125,0.638259560221155,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-245199,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-245260,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-245316,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-245387,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-245856,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-246179,Acerv_scaffold_142:clump_1,-1.0833357479081385,0.0011544824547125,0.638259560221155,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-246489,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-246594,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-246657,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-246729,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-246812,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-246969,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-246978,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-247035,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-247106,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-247120,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-247466,Acerv_scaffold_142:clump_1,-1.1705035148624905,0.00145051584367763,0.6603228489650758,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-247526,Acerv_scaffold_142:clump_1,-1.121246526395771,0.00231388728308349,0.6934080909968328,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-248442,Acerv_scaffold_142:clump_1,-0.6881124373941349,0.02687829311394766,0.9946872755465171,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-248476,Acerv_scaffold_142:clump_1,-1.0920458697399835,2.0954284248009055e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-250366,Acerv_scaffold_142:clump_1,-1.2439208055079944,0.00143457371659023,0.6576838744288344,Acer_00031554,Non-Synonomous,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-250372,Acerv_scaffold_142:clump_1,-1.2439208055079944,0.00143457371659023,0.6576838744288344,Acer_00031554,Non-Synonomous,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-250439,Acerv_scaffold_142:clump_1,-1.6086348983716887,3.583454994525966e-5,0.188354919030774,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-250519,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-250571,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-250647,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-250669,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-250768,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-250778,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-250924,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-251153,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-251201,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-251434,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-251495,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-251709,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-252166,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Synonomous,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-252305,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-252310,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-252462,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-252836,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-253042,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Synonomous,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-253053,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Synonomous,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-253181,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-253246,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-253562,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Synonomous,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-253824,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-253988,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-254004,Acerv_scaffold_142:clump_1,-1.1109548429959832,0.0040532467169348,0.725990738455272,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-254046,Acerv_scaffold_142:clump_1,-1.0471209553174503,0.00353712592236596,0.6934080909968328,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-254070,Acerv_scaffold_142:clump_1,-1.2439208055079944,0.00143457371659023,0.6576838744288344,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-254188,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-254356,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-254721,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Synonomous,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-254845,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-254992,Acerv_scaffold_142:clump_1,-1.2439208055079944,0.00143457371659023,0.6576838744288344,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-255281,Acerv_scaffold_142:clump_1,-1.3987025414789038,6.138278646709226e-4,0.5411990597894997,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-255340,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-255590,Acerv_scaffold_142:clump_1,-1.2439208055079944,0.00143457371659023,0.6576838744288344,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-256081,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-256652,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-257129,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-257402,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-257965,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Synonomous,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-258344,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-258365,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-258513,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-258612,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-258683,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-259066,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Synonomous,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-259329,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Synonomous,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-259402,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Synonomous,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-259589,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-259621,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-259824,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-260377,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-260850,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-260872,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-260963,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-260993,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-261080,Acerv_scaffold_142:clump_1,-1.2439208055079944,0.00143457371659023,0.6576838744288344,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-261264,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-261573,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-262305,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Synonomous,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-267588,Acerv_scaffold_142:clump_1,-1.3749603656874072,1.0641339447762354e-6,0.01983888191176377,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-271704,Acerv_scaffold_142:clump_1,-1.3749603656874072,1.0641339447762354e-6,0.01983888191176377,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
